# x, y
1.000000000000000048e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 -1.071363774712530138e-32
1.000000000000000048e-04 1.000000000000000000e+00 7.200967584088572901e-25
1.000000000000000048e-04 9.999500000000001165e-01 9.236339319884267388e-13
1.000000000000000000e+00 4.999999999999449329e-05 -1.374187460605329524e-20
1.000000000000000000e+00 5.000249999999999417e-01 -8.748349092604495689e-17
1.000000000000000048e-04 4.999750000000000583e-01 5.880036241382064632e-09
5.000250000000001638e-01 1.000000000000000000e+00 1.091411249021723155e-17
5.000750000000000473e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.500624999999999654e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.500375000000001346e-01 1.000000000000000000e+00 4.004794963908911582e-18
1.000000000000000048e-04 2.499875000000000291e-01 4.157650232566932933e-09
1.000000000000000000e+00 7.500124999999999709e-01 -6.185774057558303715e-17
1.000000000000000000e+00 2.500374999999999126e-01 -6.186745716674099888e-17
1.000000000000000048e-04 7.499625000000000874e-01 4.158303314737600509e-09
7.500125000000001929e-01 1.000000000000000000e+00 1.084232452841475523e-17
2.500875000000000181e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.750812499999999772e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.250187499999999563e-01 1.000000000000000000e+00 1.224586413916228314e-17
1.000000000000000048e-04 6.249687499999998508e-01 5.432666036540426437e-09
1.000000000000000000e+00 3.750312499999999272e-01 -8.082749330133518176e-17
1.000000000000000000e+00 8.750062499999999854e-01 -3.347689570006935518e-17
1.000000000000000048e-04 1.249937499999997925e-01 2.250085791978511898e-09
1.250437499999998980e-01 1.000000000000000000e+00 1.093936807193447138e-18
8.750562499999999799e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.250687499999999508e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.750312499999999272e-01 1.000000000000000000e+00 7.729257509259211068e-18
1.000000000000000048e-04 3.749812499999998217e-01 5.432312593891086541e-09
1.000000000000000000e+00 6.250187499999999563e-01 -8.082223476286079864e-17
1.000000000000000000e+00 1.250437499999998980e-01 -3.348959122700515082e-17
1.000000000000000048e-04 8.749562499999998799e-01 2.250939097644489269e-09
8.750062499999999854e-01 1.000000000000000000e+00 6.540493855875523052e-18
1.250937500000000036e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.875906249999999831e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.125093750000000892e-01 1.000000000000000000e+00 9.031472988360529274e-18
1.000000000000000048e-04 8.124593749999999837e-01 3.267397066766228472e-09
1.000000000000000000e+00 1.875406250000000163e-01 -4.861250677853706035e-17
1.000000000000000000e+00 6.875156250000000746e-01 -7.273747861470600124e-17
1.000000000000000048e-04 3.124843749999999254e-01 4.888911105785475496e-09
3.125343750000000309e-01 1.000000000000000000e+00 5.845986754075122407e-18
6.875656249999999581e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.375531249999999872e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.254687500000000178e-02 1.000000000000000000e+00 2.796921368334976019e-19
1.000000000000000048e-04 6.249687499999989626e-02 1.147081549369966731e-09
1.000000000000000000e+00 9.375031250000001037e-01 -1.706634010339950748e-17
1.000000000000000000e+00 4.375281250000000455e-01 -8.580402811830700669e-17
1.000000000000000048e-04 5.624718749999999545e-01 5.767154347083852531e-09
5.625218750000000600e-01 1.000000000000000000e+00 1.188098904510217255e-17
4.375781249999999845e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e-01 5.000000000000000000e-01 8.911648463760275807e-02
5.000000000000000000e-01 5.000000000000000000e-01 8.911648463760275807e-02
1.000000000000000048e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 -1.071363774712530138e-32
1.000000000000000048e-04 1.000000000000000000e+00 7.200967584088572901e-25
1.000000000000000048e-04 9.999500000000001165e-01 9.236339319884267388e-13
1.000000000000000000e+00 4.999999999999449329e-05 -1.374187460605329524e-20
1.000000000000000000e+00 5.000249999999999417e-01 -8.748349092604495689e-17
1.000000000000000048e-04 4.999750000000000583e-01 5.880036241382064632e-09
5.000250000000001638e-01 1.000000000000000000e+00 1.091411249021723155e-17
5.000750000000000473e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.500624999999999654e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.500375000000001346e-01 1.000000000000000000e+00 4.004794963908911582e-18
1.000000000000000048e-04 2.499875000000000291e-01 4.157650232566932933e-09
1.000000000000000000e+00 7.500124999999999709e-01 -6.185774057558303715e-17
1.000000000000000000e+00 2.500374999999999126e-01 -6.186745716674099888e-17
1.000000000000000048e-04 7.499625000000000874e-01 4.158303314737600509e-09
7.500125000000001929e-01 1.000000000000000000e+00 1.084232452841475523e-17
2.500875000000000181e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.750812499999999772e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.250187499999999563e-01 1.000000000000000000e+00 1.224586413916228314e-17
1.000000000000000048e-04 6.249687499999998508e-01 5.432666036540426437e-09
1.000000000000000000e+00 3.750312499999999272e-01 -8.082749330133518176e-17
1.000000000000000000e+00 8.750062499999999854e-01 -3.347689570006935518e-17
1.000000000000000048e-04 1.249937499999997925e-01 2.250085791978511898e-09
1.250437499999998980e-01 1.000000000000000000e+00 1.093936807193447138e-18
